ticker,sector,industry
NAOV,Healthcare,Medical Devices
NAT,Energy,Oil & Gas Midstream
NATH,Consumer Cyclical,Restaurants
NATL,Technology,Software - Application
NATR,Consumer Defensive,Packaged Foods
NAUT,Healthcare,Biotechnology
NAZ,Financial Services,Asset Management
NB,Basic Materials,Other Industrial Metals & Mining
NBB,Financial Services,Asset Management
NBBK,Financial Services,Banks - Regional
NBH,Financial Services,Asset Management
NBHC,Financial Services,Banks - Regional
NBIS,Communication Services,Internet Content & Information
NBIX,Healthcare,Drug Manufacturers - Specialty & Generic
NBN,Financial Services,Banks - Regional
NBR,Energy,Oil & Gas Drilling
NBTB,Financial Services,Banks - Regional
NBTX,Healthcare,Biotechnology
NBXG,Financial Services,Asset Management
NBY,Healthcare,Biotechnology
NC,Energy,Thermal Coal
NCA,Financial Services,Asset Management
NCDL,Financial Services,Asset Management
NCEW,Industrials,Integrated Freight & Logistics
NCI,Consumer Cyclical,Apparel Manufacturing
NCIQ,,
NCL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NCLH,Consumer Cyclical,Travel Services
NCMI,Communication Services,Advertising Agencies
NCNA,Healthcare,Biotechnology
NCNO,Technology,Software - Application
NCPL,Financial Services,Capital Markets
NCRA,Consumer Defensive,Packaged Foods
NCSM,Energy,Oil & Gas Equipment & Services
NCT,Industrials,Marine Shipping
NCTY,Financial Services,Capital Markets
NCV,Financial Services,Asset Management
NCZ,Financial Services,Asset Management
NDAQ,Financial Services,Financial Data & Stock Exchanges
NDLS,Consumer Cyclical,Restaurants
NDMO,Financial Services,Asset Management
NDRA,Healthcare,Diagnostics & Research
NDSN,Industrials,Specialty Industrial Machinery
NE,Energy,Oil & Gas Drilling
NEA,Financial Services,Asset Management
NECB,Financial Services,Banks - Regional
NEE,Utilities,Utilities - Regulated Electric
NEGG,Consumer Cyclical,Internet Retail
NEM,Basic Materials,Gold
NEN,Real Estate,Real Estate Services
NEO,Healthcare,Diagnostics & Research
NEOG,Healthcare,Diagnostics & Research
NEON,Technology,Electronic Components
NEOV,Industrials,Electrical Equipment & Parts
NEPH,Healthcare,Medical Instruments & Supplies
NERV,Healthcare,Biotechnology
NESR,Energy,Oil & Gas Equipment & Services
NET,Technology,Software - Infrastructure
NETD,Financial Services,Shell Companies
NEU,Basic Materials,Specialty Chemicals
NEUE,Healthcare,Healthcare Plans
NEUP,Healthcare,Biotechnology
NEWP,Basic Materials,Other Precious Metals & Mining
NEWT,Financial Services,Banks - Regional
NEXA,Basic Materials,Other Industrial Metals & Mining
NEXM,Basic Materials,Other Industrial Metals & Mining
NEXN,Communication Services,Advertising Agencies
NEXT,Energy,Oil & Gas Equipment & Services
NFBK,Financial Services,Banks - Regional
NFE,Energy,Oil & Gas Midstream
NFG,Energy,Oil & Gas Integrated
NFGC,Basic Materials,Gold
NFJ,Financial Services,Asset Management
NFLX,Communication Services,Entertainment
NG,Basic Materials,Gold
NGD,Basic Materials,Gold
NGG,Utilities,Utilities - Regulated Electric
NGL,Energy,Oil & Gas Midstream
NGNE,Healthcare,Biotechnology
NGS,Energy,Oil & Gas Equipment & Services
NGVC,Consumer Defensive,Grocery Stores
NGVT,Basic Materials,Specialty Chemicals
NHC,Healthcare,Medical Care Facilities
NHI,Real Estate,REIT - Healthcare Facilities
NHIC,,
NHPAP,Real Estate,REIT - Healthcare Facilities
NHS,Financial Services,Asset Management
NHTC,Consumer Cyclical,Internet Retail
NI,Utilities,Utilities - Regulated Gas
NIC,Financial Services,Banks - Regional
NICE,Technology,Software - Application
NIE,Financial Services,Asset Management
NIM,Financial Services,Asset Management
NINE,Energy,Oil & Gas Equipment & Services
NIO,Consumer Cyclical,Auto Manufacturers
NIPG,Communication Services,Entertainment
NIQ,,
NISN,Industrials,Specialty Business Services
NITO,Basic Materials,Agricultural Inputs
NIU,Consumer Cyclical,Auto Manufacturers
NIVF,Healthcare,Medical Care Facilities
NIXX,Industrials,Staffing & Employment Services
NJR,Utilities,Utilities - Regulated Gas
NKE,Consumer Cyclical,Footwear & Accessories
NKSH,Financial Services,Banks - Regional
NKTR,Healthcare,Biotechnology
NKTX,Healthcare,Biotechnology
NKX,Financial Services,Asset Management
NL,Industrials,Security & Protection Services
NLOP,Real Estate,REIT - Office
NLSP,Healthcare,Biotechnology
NLY,Real Estate,REIT - Mortgage
NMAI,Financial Services,Asset Management
NMAX,Communication Services,Broadcasting
NMCO,Financial Services,Asset Management
NMFC,Financial Services,Asset Management
NMG,Basic Materials,Other Industrial Metals & Mining
NMI,Financial Services,Asset Management
NMIH,Financial Services,Insurance - Specialty
NML,Financial Services,Asset Management
NMM,Industrials,Marine Shipping
NMP,,
NMR,Financial Services,Capital Markets
NMRA,Healthcare,Biotechnology
NMRK,Real Estate,Real Estate Services
NMS,Financial Services,Asset Management
NMT,Financial Services,Asset Management
NMTC,Healthcare,Medical Devices
NMZ,Financial Services,Asset Management
NN,Technology,Software - Infrastructure
NNBR,Industrials,Conglomerates
NNDM,Technology,Computer Hardware
NNE,Industrials,Specialty Industrial Machinery
NNI,Financial Services,Credit Services
NNN,Real Estate,REIT - Retail
NNNN,Healthcare,Medical Instruments & Supplies
NNOX,Healthcare,Medical Devices
NNVC,Healthcare,Biotechnology
NNY,Financial Services,Asset Management
NOA,Energy,Oil & Gas Equipment & Services
NOAH,Financial Services,Asset Management
NOC,Industrials,Aerospace & Defense
NODK,Financial Services,Insurance - Property & Casualty
NOEM,Financial Services,Shell Companies
NOG,Energy,Oil & Gas E&P
NOK,Technology,Communication Equipment
NOM,Financial Services,Asset Management
NOMD,Consumer Defensive,Packaged Foods
NOTE,Technology,Information Technology Services
NOTV,Healthcare,Diagnostics & Research
NOV,Energy,Oil & Gas Equipment & Services
NOVT,Technology,Scientific & Technical Instruments
NOW,Technology,Software - Application
NPAC,Financial Services,Shell Companies
NPB,Financial Services,Banks - Regional
NPCE,Healthcare,Medical Devices
NPCT,Financial Services,Asset Management
NPFD,Financial Services,Asset Management
NPK,Industrials,Aerospace & Defense
NPKI,Energy,Oil & Gas Equipment & Services
NPO,Industrials,Specialty Industrial Machinery
NPV,Financial Services,Asset Management
NPWR,Industrials,Specialty Industrial Machinery
NQP,Financial Services,Asset Management
NRC,Healthcare,Health Information Services
NRDS,Communication Services,Internet Content & Information
NRDY,Technology,Software - Application
NREF,Real Estate,REIT - Mortgage
NRG,Utilities,Utilities - Independent Power Producers
NRGV,Utilities,Utilities - Renewable
NRIM,Financial Services,Banks - Regional
NRIX,Healthcare,Biotechnology
NRK,Financial Services,Asset Management
NRO,Financial Services,Asset Management
NRP,Energy,Thermal Coal
NRSN,Healthcare,Biotechnology
NRT,Energy,Oil & Gas E&P
NRXP,Healthcare,Biotechnology
NRXS,Healthcare,Biotechnology
NSA,Real Estate,REIT - Industrial
NSC,Industrials,Railroads
NSIT,Technology,Electronics & Computer Distribution
NSP,Industrials,Staffing & Employment Services
NSPR,Healthcare,Medical Devices
NSRX,Healthcare,Drug Manufacturers - General
NSSC,Industrials,Security & Protection Services
NSTS,Financial Services,Banks - Regional
NSYS,Healthcare,Medical Devices
NTAP,Technology,Software - Infrastructure
NTB,Financial Services,Banks - Diversified
NTCL,Technology,Software - Application
NTCT,Technology,Software - Infrastructure
NTES,Communication Services,Electronic Gaming & Multimedia
NTEST,,
NTGR,Technology,Communication Equipment
NTHI,Healthcare,Biotechnology
NTIC,Basic Materials,Specialty Chemicals
NTIP,Industrials,Specialty Business Services
NTLA,Healthcare,Biotechnology
NTNX,Technology,Software - Infrastructure
NTR,Basic Materials,Agricultural Inputs
NTRA,Healthcare,Diagnostics & Research
NTRB,Healthcare,Biotechnology
NTRP,Consumer Cyclical,Travel Services
NTRS,Financial Services,Asset Management
NTST,Real Estate,REIT - Retail
NTWK,Technology,Software - Application
NTWO,Financial Services,Shell Companies
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NU,Financial Services,Banks - Regional
NUAI,Technology,Software - Infrastructure
NUE,Basic Materials,Steel
NUKK,Technology,Software - Application
NUS,Consumer Defensive,Household & Personal Products
NUTR,Consumer Cyclical,Travel Services
NUTX,Healthcare,Medical Care Facilities
NUV,Financial Services,Asset Management
NUVB,Healthcare,Biotechnology
NUVL,Healthcare,Biotechnology
NUW,Financial Services,Asset Management
NUWE,Healthcare,Medical Devices
NVA,Basic Materials,Other Industrial Metals & Mining
NVAX,Healthcare,Biotechnology
NVCR,Healthcare,Medical Devices
NVCT,Healthcare,Biotechnology
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NVG,Financial Services,Asset Management
NVGS,Energy,Oil & Gas Midstream
NVMI,Technology,Semiconductor Equipment & Materials
NVNI,Technology,Software - Application
NVNO,Healthcare,Medical Devices
NVO,Healthcare,Drug Manufacturers - General
NVR,Consumer Cyclical,Residential Construction
NVRI,Industrials,Waste Management
NVS,Healthcare,Drug Manufacturers - General
NVST,Healthcare,Medical Instruments & Supplies
NVT,Industrials,Electrical Equipment & Parts
NVTS,Technology,Semiconductors
NVVE,Consumer Cyclical,Specialty Retail
NVX,Industrials,Electrical Equipment & Parts
NWBI,Financial Services,Banks - Regional
NWE,Utilities,Utilities - Regulated Electric
NWFL,Financial Services,Banks - Regional
NWG,Financial Services,Banks - Regional
NWGL,Basic Materials,Lumber & Wood Production
NWL,Consumer Defensive,Household & Personal Products
NWN,Utilities,Utilities - Regulated Gas
NWPX,Basic Materials,Steel
NWS,Communication Services,Entertainment
NWTG,Consumer Cyclical,Leisure
NX,Industrials,Building Products & Equipment
NXC,Financial Services,Asset Management
NXDR,Communication Services,Internet Content & Information
NXDT,Real Estate,REIT - Diversified
NXE,Energy,Uranium
NXG,Financial Services,Asset Management
NXGL,Healthcare,Medical Instruments & Supplies
NXJ,Financial Services,Asset Management
NXL,Healthcare,Medical Devices
NXN,Financial Services,Asset Management
NXP,Financial Services,Asset Management
NXPI,Technology,Semiconductors
NXPL,Technology,Software - Application
NXRT,Real Estate,REIT - Residential
NXST,Communication Services,Broadcasting
NXT,Technology,Solar
NXTC,Healthcare,Biotechnology
NXTT,Technology,Software - Application
NXXT,Utilities,Utilities - Renewable
NYAX,Technology,Software - Infrastructure
NYC,Real Estate,Real Estate Services
NYT,Communication Services,Publishing
NYXH,Healthcare,Medical Instruments & Supplies
NZF,Financial Services,Asset Management
O,Real Estate,REIT - Retail
OABI,Healthcare,Biotechnology
OACC,Financial Services,Shell Companies
OAKU,Financial Services,Shell Companies
OBA,Financial Services,Shell Companies
OBDC,Financial Services,Asset Management
OBE,Energy,Oil & Gas E&P
OBIO,Healthcare,Biotechnology
OBK,Financial Services,Banks - Regional
OBLG,Technology,Software - Application
OBT,Financial Services,Banks - Regional
OC,Industrials,Building Products & Equipment
OCC,Technology,Communication Equipment
OCCI,Financial Services,Asset Management
OCFC,Financial Services,Banks - Regional
OCFT,Technology,Software - Application
OCG,Consumer Cyclical,Internet Retail
OCGN,Healthcare,Biotechnology
OCS,Healthcare,Biotechnology
OCSL,Financial Services,Asset Management
OCUL,Healthcare,Biotechnology
ODC,Basic Materials,Specialty Chemicals
ODD,Technology,Software - Infrastructure
ODFL,Industrials,Trucking
ODP,Consumer Cyclical,Specialty Retail
ODV,Basic Materials,Gold
ODVWZ,Basic Materials,Gold
ODYS,Technology,Scientific & Technical Instruments
OEC,Basic Materials,Specialty Chemicals
OESX,Industrials,Electrical Equipment & Parts
OFAL,Industrials,Engineering & Construction
OFG,Financial Services,Banks - Regional
OFIX,Healthcare,Medical Devices
OFLX,Industrials,Specialty Industrial Machinery
OFS,Financial Services,Asset Management
OGE,Utilities,Utilities - Regulated Electric
OGEN,Healthcare,Biotechnology
OGI,Healthcare,Drug Manufacturers - Specialty & Generic
OGN,Healthcare,Drug Manufacturers - General
OGS,Utilities,Utilities - Regulated Gas
OHI,Real Estate,REIT - Healthcare Facilities
OI,Consumer Cyclical,Packaging & Containers
OIA,Financial Services,Asset Management
OII,Energy,Oil & Gas Equipment & Services
OIS,Energy,Oil & Gas Equipment & Services
OKE,Energy,Oil & Gas Midstream
OKLO,Utilities,Utilities - Regulated Electric
OKTA,Technology,Software - Infrastructure
OKUR,Healthcare,Biotechnology
OKYO,Healthcare,Biotechnology
OLB,Technology,Software - Infrastructure
OLED,Technology,Electronic Components
OLLI,Consumer Defensive,Discount Stores
OLMA,Healthcare,Biotechnology
OLN,Basic Materials,Chemicals
OLP,Real Estate,REIT - Diversified
OLPX,Consumer Cyclical,Specialty Retail
OM,Healthcare,Medical Devices
OMAB,Industrials,Airports & Air Services
OMC,Communication Services,Advertising Agencies
OMCC,Financial Services,Credit Services
OMCL,Healthcare,Health Information Services
OMDA,Healthcare,Health Information Services
OMER,Healthcare,Biotechnology
OMEX,Basic Materials,Other Industrial Metals & Mining
OMF,Financial Services,Credit Services
OMH,Real Estate,Real Estate Services
OMI,Healthcare,Medical Distribution
OMSE,Energy,Oil & Gas Equipment & Services
ON,Technology,Semiconductors
ONB,Financial Services,Banks - Regional
ONC,Healthcare,Biotechnology
ONCH,,
ONCO,Healthcare,Biotechnology
ONCY,Healthcare,Biotechnology
ONDS,Technology,Communication Equipment
ONEG,Industrials,Engineering & Construction
ONEW,Consumer Cyclical,Specialty Retail
ONFO,Communication Services,Internet Content & Information
ONIT,Financial Services,Mortgage Finance
ONL,Real Estate,REIT - Office
ONMD,Healthcare,Health Information Services
ONON,Consumer Cyclical,Footwear & Accessories
ONTF,Technology,Software - Application
ONTO,Technology,Semiconductor Equipment & Materials
OOMA,Technology,Software - Application
OP,Industrials,Marine Shipping
OPAD,Real Estate,Real Estate Services
OPAL,Utilities,Utilities - Regulated Gas
OPBK,Financial Services,Banks - Regional
OPCH,Healthcare,Medical Care Facilities
OPEN,Real Estate,Real Estate Services
OPFI,Financial Services,Credit Services
OPHC,Financial Services,Banks - Regional
OPI,Real Estate,REIT - Office
OPK,Healthcare,Diagnostics & Research
OPP,Financial Services,Asset Management
OPRA,Communication Services,Internet Content & Information
OPRT,Financial Services,Credit Services
OPRX,Healthcare,Health Information Services
OPT,Healthcare,Biotechnology
OPTT,Industrials,Specialty Industrial Machinery
OPTX,Technology,Electronic Components
OPXS,Industrials,Aerospace & Defense
OPY,Financial Services,Capital Markets
OR,Basic Materials,Gold
ORA,Utilities,Utilities - Renewable
ORBS,,
ORC,Real Estate,REIT - Mortgage
ORCL,Technology,Software - Infrastructure
ORGN,Basic Materials,Chemicals
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic
ORI,Financial Services,Insurance - Property & Casualty
ORIC,Healthcare,Biotechnology
ORIQ,Financial Services,Shell Companies
ORIS,Consumer Defensive,Packaged Foods
ORKA,Healthcare,Biotechnology
ORKT,Technology,Software - Application
ORLA,Basic Materials,Gold
ORLY,Consumer Cyclical,Auto Parts
ORMP,Healthcare,Biotechnology
ORN,Industrials,Engineering & Construction
ORRF,Financial Services,Banks - Regional
OS,Technology,Software - Infrastructure
OSBC,Financial Services,Banks - Regional
OSCR,Healthcare,Healthcare Plans
OSIS,Technology,Electronic Components
OSK,Industrials,Farm & Heavy Construction Machinery
OSPN,Technology,Software - Infrastructure
OSRH,Healthcare,Biotechnology
OSS,Technology,Computer Hardware
OST,Technology,Electronic Components
OSTX,Healthcare,Biotechnology
OSUR,Healthcare,Medical Instruments & Supplies
OSW,Consumer Cyclical,Leisure
OTEX,Technology,Software - Application
OTF,Financial Services,Asset Management
OTGAU,,
OTIS,Industrials,Specialty Industrial Machinery
OTLK,Healthcare,Biotechnology
OTLY,Consumer Defensive,Packaged Foods
OTTR,Industrials,Conglomerates
OUST,Technology,Electronic Components
OUT,Real Estate,REIT - Specialty
OVBC,Financial Services,Banks - Regional
OVID,Healthcare,Biotechnology
OVLY,Financial Services,Banks - Regional
OVV,Energy,Oil & Gas E&P
OWL,Financial Services,Asset Management
OWLT,Healthcare,Medical Devices
OXBR,Financial Services,Insurance - Reinsurance
OXLC,Financial Services,Asset Management
OXM,Consumer Cyclical,Apparel Manufacturing
OXSQ,Financial Services,Asset Management
